"uid","gene_name","alias","desc"
NA,".",NA,NA
"100790322","LOC100790322","GLYMA_16G220500","thioredoxin H9"
"100499838","LOC100499838","GLYMA_07G065800","uncharacterized LOC100499838"
"100789938","LOC100789938","","ABC transporter G family member 35-like"
"100784079","LOC100784079","GLYMA_06G017600","probable serine/threonine-protein kinase PIX13"
"100791877","LOC100791877","GLYMA_07G236000","alkaline/neutral invertase A, mitochondrial"
"100802048","LOC100802048","GLYMA_19G028200","membrane-anchored ubiquitin-fold protein 1-like"
"102659833","LOC102659833","GLYMA_15G257600","1-aminocyclopropane-1-carboxylate oxidase homolog 1"
"100809413","LOC100809413","GLYMA_16G085900","disease resistance protein RPV1"
"100815855","LOC100815855","GLYMA_02G064100","ribonuclease S-2"
"100793150","LOC100793150","GLYMA_17G233700","uncharacterized LOC100793150"
"100816647","LOC100816647","GLYMA_20G012600","protein OBERON 3"
"100794151","LOC100794151","GLYMA_08G027000","lupeol synthase"
NA,".",NA,NA
"100785936","LOC100785936","GLYMA_10G007000","ethylene-response factor C3"
"100797603","LOC100797603","GLYMA_11G010800","transcription factor-like protein DPB"
"100797201","LOC100797201","GLYMA_10G208200","U-box domain-containing protein 14"
"100790513","LOC100790513","GLYMA_09G146700","BAG family molecular chaperone regulator-like protein"
"100810983","LOC100810983","GLYMA_07G190200","telomerase Cajal body protein 1"
"838883","MYB73","AT1G22770, FB, GIGANTEA, T22J18.6, T22J18_6","gigantea protein (GI)"
"100805218","LOC100805218","GLYMA_19G019200","plasma membrane ATPase 1"
"100793896","LOC100793896","GLYMA_18G095400","uncharacterized LOC100793896"
"100783009","LOC100783009","GLYMA_13G036200","2-oxoglutarate-dependent dioxygenase 19"
NA,".",NA,NA
NA,".",NA,NA
"100775353","LOC100775353","GLYMA_15G132600","berberine bridge enzyme-like 13"
"102666498","LOC102666498","GLYMA_11G151100","calmodulin binding protein PICBP"
NA,".",NA,NA
"100779546","LOC100779546","GLYMA_11G243100","GATA zinc finger domain-containing protein 14"
"100800239","LOC100800239","GLYMA_11G119000","organ-specific protein P4-like"
NA,".",NA,NA
"100779686","LOC100779686","GLYMA_10G111700","uncharacterized LOC100779686"
"100815735","LOC100815735","GLYMA_12G076700","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1"
"100808509","RIN4B","GLYMA_16G090700, RIN4","RPM1-interacting protein 4-like"
"100813775","LOC100813775","GLYMA_03G019500","uncharacterized LOC100813775"
NA,".",NA,NA
NA,".",NA,NA
"100818281","LOC100818281","GLYMA_07G171600","transcription factor bHLH121"
"100820534","LOC100820534","GLYMA_20G154700","uncharacterized LOC100820534"
"100808470","LOC100808470","GLYMA_13G289200v4","cyanidin 3-O-galactoside 2''-O-xylosyltransferase FGGT1-like"
"100794183","LOC100794183","GLYMA_16G201500","receptor-like serine/threonine-protein kinase At4g25390"
"100790930","LOC100790930","GLYMA_04G034400","elongation of fatty acids protein 3-like"
"100784444","LOC100784444","GLYMA_07G033700","probable 2-oxoglutarate-dependent dioxygenase AOP1"
NA,".",NA,NA
NA,".",NA,NA
"818982","ERF6","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6"
"100817514","LOC100817514","GLYMA_19G041700","protein trichome birefringence-like 19"
"100795088","LOC100795088","GLYMA_02G260500","uncharacterized LOC100795088"
"100803784","LOC100803784","GLYMA_18G021700","protein NRT1/ PTR FAMILY 5.1"
"100779617","LOC100779617","GLYMA_07G127100","probable LRR receptor-like serine/threonine-protein kinase At4g29180-like"
"100801071","LOC100801071","GLYMA_01G118900","probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840"
"100819985","LOC100819985","GLYMA_19G120000","GDSL esterase/lipase At3g26430"
NA,".",NA,NA
NA,".",NA,NA
"100817460","LOC100817460","GLYMA_02G008500","pto-interacting protein 1-like"
"100527729","LOC100527729","GLYMA_01G162500","uncharacterized LOC100527729"
"100775377","LOC100775377","GLYMA_16G214000","TMV resistance protein N-like"
NA,".",NA,NA
NA,".",NA,NA
"100780368","LOC100780368","GLYMA_01G037600","formin-like protein 8"
"100799515","LOC100799515","GLYMA_10G221200","ethanolamine kinase 2-like"
NA,".",NA,NA
"102660301","LOC102660301","GLYMA_02G252500","uncharacterized LOC102660301"
"100795524","LOC100795524","GLYMA_05G208300","transcription factor EGL1"
"100789312","LOC100789312","GLYMA_10G265100","uncharacterized LOC100789312"
"100781997","LOC100781997","GLYMA_17G104800","homeobox protein knotted-1-like LET12"
"100527660","LOC100527660","GLYMA_02G137400","uncharacterized LOC100527660"
"100810841","LOC100810841","GLYMA_17G255800","bZIP transcription factor 29"
NA,".",NA,NA
"100807048","LOC100807048","GLYMA_13G037100","scarecrow-like protein 1"
"100787942","LOC100787942","GLYMA_12G163008v4","putative protein phosphatase 2C"
"100791152","LOC100791152","GLYMA_06G215600","probable receptor-like protein kinase At5g20050"
NA,".",NA,NA
"100527025","LOC100527025","GLYMA_19G117900","uncharacterized LOC100527025"
"100815756","LOC100815756","GLYMA_05G169100","11S globulin seed storage protein 1"
"100170751","LOC100170751","GLYMA_05G195000, NAC32","NAC domain-containing protein 2"
"100805186","LOC100805186","GLYMA_18G153100","inactive rhomboid protein 1-like"
"100802179","LOC100802179","GLYMA_02G082500","vacuolar iron transporter homolog 3"
"100500439","LOC100500439","GLYMA_19G193600","BON and LysM domains-containing protein"
"100799282","LOC100799282","GLYMA_16G145700","rhomboid-like protein 19"
"4952","PIP2-5","DENT2, Dent-2, INPP5F, LOCR, NPHL2, OCRL-1, OCRL1","OCRL inositol polyphosphate-5-phosphatase"
"100805175","LOC100805175","GLYMA_10G063000","probable 2-oxoglutarate-dependent dioxygenase SLC1"
"100806797","LOC100806797","GLYMA_03G1577002","calcium-transporting ATPase 12, plasma membrane-type"
"100791543","HSF-01","GLYMA_01G185800, GmHSF-01","heat stress transcription factor 1"
"100820300","LOC100820300","GLYMA_09G216100","putative class VII receptor-like cytoplasmic kinase"
"100784831","LOC100784831","GLYMA_16G064100","MDIS1-interacting receptor like kinase 2"
"100819749","LOC100819749","GLYMA_16G145500","MLO-like protein 12"
NA,".",NA,NA
"100787661","LOC100787661","GLYMA_08G251200","uncharacterized protein YwbO"
NA,".",NA,NA
"100816073","LOC100816073","GLYMA_10G290100","2-oxoglutarate dehydrogenase, mitochondrial"
NA,".",NA,NA
"100820574","LOC100820574","GLYMA_06G229900, Gmppc2","phosphoenolpyruvate carboxylase, housekeeping isozyme-like"
"100816461","LOC100816461","GLYMA_19G083200","casparian strip membrane protein 5-like"
"102670326","LOC102670326","GLYMA_16G097800","uncharacterized LOC102670326"
"100796973","LOC100796973","GLYMA_07G106800","transcription repressor KAN1"
"547630","LOC547630","GLYMA_09G004400","adenosine 5'-phosphosulfate reductase"
"102661161","LOC102661161","GLYMA_08G226000","uncharacterized LOC102661161"
"100798343","LOC100798343","GLYMA_20G092900","putative nuclear envelope-associated protein"
"100776975","LOC100776975","GLYMA_16G095700","probable calcium-binding protein CML21"
"100804361","LOC100804361","GLYMA_20G128100","putative UDP-glucose glucosyltransferase"
"100819098","LOC100819098","GLYMA_19G051500","E3 ubiquitin-protein ligase RGLG2"
"100811649","LOC100811649","GLYMA_04G235900","calcineurin B-like protein 7"
"100795828","LOC100795828","GLYMA_10G045200","zinc finger protein ZAT11"
"100780060","LOC100780060","GLYMA_18G184500","auxin response factor 9"
NA,".",NA,NA
"100790324","LOC100790324","GLYMA_16G045300","uncharacterized LOC100790324"
"102669340","LOC100792603","","toll/interleukin-1 receptor-like protein"
NA,".",NA,NA
"100805529","LOC100805529","GLYMA_09G210600","disease resistance protein RPM1"
"100813697","LOC100799113","","uncharacterized LOC100813697"
"100809846","LOC100809846","GLYMA_04G082700","protein NRT1/ PTR FAMILY 1.2"
NA,".",NA,NA
"100811980","LOC100811980","GLYMA_04G190400","leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1"
"100783389","LOC100783389","GLYMA_07G004500","ras-related protein Rab7"
NA,".",NA,NA
NA,".",NA,NA
"100785037","LOC100785037","GLYMA_02G129500","putative phospholipid-transporting ATPase 9"
"101501671","NAC23","CaNAC23","NAC domain-containing protein"
"100301880","LOC100301880","GLYMA_18G227200","peroxisomal biogenesis factor 11 family protein"
"778130","BZIP59","GLYMA_10G013300","bZIP transcription factor bZIP59"
NA,".",NA,NA
"100811930","LOC100811930","GLYMA_02G296500","pirin-like protein"
NA,".",NA,NA
"100804032","LOC100804032","GLYMA_06G123500","uncharacterized LOC100804032"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100527258","LOC100527258","GLYMA_03G001800","uncharacterized LOC100527258"
"100783596","LOC100783596","GLYMA_09G159400","uncharacterized oxidoreductase At4g09670"
NA,".",NA,NA
"100793498","LOC100793498","GLYMA_02G264200","U-box domain-containing protein 1"
"100802504","LOC100802504","GLYMA_01G027500v4","lipase-like"
"100818268","LOC100818268","GLYMA_13G0654002","plasma membrane ATPase 2"
"100812802","LOC100812802","GLYMA_08G152500","transcription factor bHLH130"
"100815566","LOC100815566","GLYMA_11G147100","uncharacterized LOC100815566"
"100306701","LOC100306701","GLYMA_08G348300","ethylene-responsive transcription factor-like protein At4g13040"
"100817076","LOC100817076","GLYMA_08G348000","galacturonosyltransferase 8-like"
"100818804","LOC100818804","GLYMA_13G276100","VQ motif-containing protein 19"
"100798416","LOC100798416","GLYMA_08G359100","laccase-17"
"851752","CHS6","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3"
NA,".",NA,NA
"100819843","LOC100819843","GLYMA_12G064600","UDP-glucuronic acid decarboxylase 1-like"
NA,".",NA,NA
"100798084","LOC100798084","GLYMA_09G254800","WRKY transcription factor 22"
"100499895","LOC100499895","GLYMA_09G047200, DREPP","plasma membrane-associated cation-binding protein 1-like"
"113000588","LOC113000588","","small nucleolar RNA Z199"
NA,".",NA,NA
NA,".",NA,NA
"100816580","LOC100816580","GLYMA_18G055500","cationic peroxidase 1"
"102667557","LOC102667557","GLYMA_17G035900","uncharacterized LOC102667557"
NA,".",NA,NA
"100812818","LOC100812818","GLYMA_01G083000","uncharacterized LOC100812818"
"100799675","LOC100799675","GLYMA_10G233500","U-box domain-containing protein 32"
NA,".",NA,NA
NA,".",NA,NA
"100305511","LOC100305511","GLYMA_08G344300","alpha-amylase inhibitor/lipid transfer/seed storage family protein"
"100816981","LOC100816981","GLYMA_11G035300","2-oxoglutarate-Fe(II) type oxidoreductase hxnY"
"100793263","LOC100793263","GLYMA_06G286200","probable O-methyltransferase 3"
"100802416","LOC100802416","GLYMA_12G143000","G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
